Title,Rating,Review,Release Year,Review Date,Id,imdbID
Citizen Kane,9.4,"Incredible Direction (The ability to have a control of the scene and incorporate different technical elements to provide depth and meaning (while still being the lead of the movie) is incredible, especially given the time and how groundbreaking it was), Great Acting (Great to Incredible from Orson Welles (Especially due to his other duties on the film, really was able to have a real control of the scenes he was in and provided the real larger than life character that Charles Kane was), Great from Dorothy Comingore (Was able to play the failed, drunken widow very well), Very Good to Great from the rest of the cast), Great to Incredible Story (While the story in itself was pretty plan, the storytelling and the non-linear narrative were ahead of its time and really laid the groundwork for other major movies), Incredible Screenplay (The dialogue was very of the time and written very well coupled with incredible use of symbolism through both physical objects and technical techniques), Very Good Score (very of the time), Brilliant Cinematography (Really was ahead of the time and played a major role in the storytelling, through deep focus and other techniques), Good Sound, Good Editing, Very Good Visual Effects, Good to Very Good Production Design, Great Makeup (especially the ability to make Kane look older throughout the years), Plot Structure was non-linear and laid out pretty well (something that films took from in the future), Pacing was incredibly fast to the point were it was hard to follow (like if you look away for a second and you miss so much), Build to climax was decent and it shows how Kane tries to seclude himself from everyone as he starts to see himself as a failure with power; climax was decent as it is more about the seclusion with more emphasis on the resolution than the climax, Tone was laid out well as we are trying to investigate into the life of Kane (something that may be sprung up into noir films to come), The symbolism of the movie attached with its cinematography are something to marvel as it really was groundbreaking for the time (also it is important to note the style of storytelling and how it makes deep glimpses into the fractured life of Kane). Overall, A revolutionary film that still holds up since it premiered as it incorporated many groundbreaking elements that are used by films to come as Orson Welles defines a new generation of filmmaking, even though it did run very fast to the point were it was hard to pay attention to what was going on.",1941,04/27/2022,253,tt0033467
Almost Famous,8.6,"Good Direction (Was able to move the story forward with his well written screenplay/story, but did not really get the best of his actors), Pretty Good Acting (Pretty Good from Patrick Fugit (was able to play the child character very well but it was easy to see where his acting limits were in the more intense and dramatic scenes), Good from Billy Crudup (does a decent job in changing his emotions to fit the scenes), Very Good from Frances McDormand (Seasoned actor who plays the over-protective mom very well), Great Job from Kate Hudson (Really plays the ditsy girl well but also shows some character when trying to be more mature and have thoughts that are more than people think she's capable of), Good performance form Jason Lee (Plays the serious/comedic relief role well as he can switch from both sides very well), Good from Anna Paquin, Very Good to Great from Philip Seymour Hoffman (Plays a role very suitable to his strengths and has a good mentorship relationship with the main character), Terrible from Jimmy Fallon (It was just so hard to watch how off-beat he was and it felt like he could not read any of his lines), Decent from the rest of the cast (Anywhere from Pretty Bad to Pretty Good)), Good Story (Typical bildungsroman story mixed with different elements of early 2000s Rom-Com/Feel-good moments; the overall plot was structured well but the ending was a little too safe/feel-good for me), Great Screenplay (The dialogue was very well written and the movie flows very nicely from its different elements, the symbols and allusions to different rock elements were also nice to see), Pretty Good Score/Very Good Soundtrack (Really helped capture the feel of the early 70s and its era in Rock), Good Cinematography, Good to Very Good Sound (very noticeable in the music performances), Good Editing, Plot Structure was laid out pretty nicely but the final 40 minutes of the movie feels like it starts to fall apart with the lack of effort put in by a lot of moving pieces (it is as if the movie should have ended at the 90 minute mark because the climax and resolution feel very forced), Pacing was good for the most part (it is just that the end really does not come together very nicely because it almost alludes to doing something new but just ends up being safe in the end), Build to climax was not really there; climax was very mediocre cause it is common cliche and does not really add anything but comedic moments, Tone of the movie was handled very nicely because you are almost immersed in the early 70s culture through the language and music/really gets that feel-good feel similar to movies like Dazed and Confused, The movie is very feel-good and plays to a lot of the style that early 2000s movies had (which is fine) but it just feels like it tries to be very safe as it is going in one direction by falls apart as is corrects itself in being more safe. Overall, a well written movie that was a fun watch with some good performances but plays a little too safe and kinda falls apart towards the end.",2000,04/29/2022,254,tt0181875
Star Wars: Episode III - Revenge of the Sith,9.5,"Bad Direction (The actual action and fight scenes were very well choreographed but everything else was terrible (and it could be seen how helpless the actors were)), Pretty Bad Acting (Great from Ewan McGregor (Given how bad the direction was, he really stole the show with his ability to take control of his scenes and actual show emotions when others couldn't), Pretty Bad from Natalie Portman (Very emotionless performance with very little depth), Bad from Hayden Christensen (There were elements that I genuinely though he was good, but the majority was just comical and meme-worthy cause of how bad the direction he was given), Good to Very Good from Ian McDiarmid (Embodied the emperor very well and was able to switch sides very easily), Decent from Samuel L. Jackson (had limited range throughout the performance but it was easy to see where he had to let go of the direction he was given), Acting on a Spectrum from the rest of the cast (Bad from the rest of the live-action cast; Great voice acting (really brought to life the iconic performances of their characters))), Incredible Story (The actual structure and storyline was very well told cause it really bridges the descent Anakin has in being the chosen one to falling to the darkside through the illusion that it will help Padme (especially really shown in the final hour)), Bad Screenplay (To where it is memorable and iconic; None of the language was natural and felt very forced (but there are just so many memorable lines from how bad they were written that I loved it; the foreshadowing and symbolism actually is told very well (giving further proof that Lucas is a good Storyteller but terrible dialogue writer))), Incredible to Brilliant Score (One of the best John Williams scores he has ever made), Great to Incredible Cinematography (especially in the scenes where the subjects are small pieces of a large canvas), Good Editing (The cuts between different shots was Great but the transitions between scenes felt very lazy), Great to Incredible Visual Effects (Especially considering when the movie was made and a majority of it is through Green screen and effects), Incredible Production Design, Incredible Makeup, Incredible Costumes, Plot Structure was laid out very nicely as all the elements really built off of each other and every element played an importance, Pacing was great as it really kept a steady pace throughout (with no need to add or cut on runtime), Build to climax was incredible as the final hour of the movie was building to the fall of the Jedi; Climax was incredible as it was one of the best moments in Star Wars history (especially the Anakin vs. Obi-Wan fight), Tone was very typical of the prequels and Star Wars (but the darker tones were a night touch as it brought a depressing aspect with glimpses of hope), The movie was a real redemption for the prequels as we already expected the bad aspects of the movie yet we were still surprised the grandeur and level of story writing which makes this movie an iconic story in the Star Wars saga. Overall, An incredible story with the technical achievements that really make this movie a must watch and a favorite of mine as it helps bridge the prequels with the original trilogy, even though it does reek of the bad dialogue and direction that the rest of the prequels suffer from.",2005,05/11/2022,255,tt0121766
Doctor Strange in the Multiverse of Madness,7.0,"Good Direction (Was able to take control of the different action scenes as well as the different character building scenes, all while sprinkling in different elements of horror that makes Sam Raimi famous), Good Acting (Very good from Benedict Cumberbatch (Continued his role as he now has the weight of carrying the Marvel franchise in this new phase), Good from Elizabeth Olsen (While there were many holes/I did not like her character, Olsen did a good job in trying to portray what they were going for in Wanda in this movie), Good from Benedict Wong (Standard Wong), Very Good from Xochitl Gomez (I really enjoyed her performance as she played the teenage character with potential archetype very well (and I look forward to seeing more America Chavez in latter MCU content)), Good from Rachel McAdams (played the ex-love interest very well), Good from the rest of the cast), Pretty Bad Story (The entire story was very formulaic and easy to predict (took from the standard comic book boilerplate), and the Wanda Storyline was very poorly written to the point that it was more annoying than entertaining; also, there were many plot holes when it came to the multiverse), Decent Screenplay (Typical Marvel Dialogue but there were many questionable lines that were more cringey than entertaining), Good Score, Very Good Cinematography, Very Good Sound, Very Good Editing, Great Visual Effects (Similar to previous Doctor Strange), Good Costumes, Plot Structure was very formulaic as it followed the standard MCU/Superhero boilerplate (But it spends way too much time in the exposition to where the rest of the movie does not have that much time), Pacing was incredibly fast as the shortened runtime was easy to see (would have liked to have seen 20 minutes added towards the rising action), Build to climax stood out and had good moments despite being overall pretty standard MCU; climax was the typical MCU climax (but had some moments that were very cringey), Tone was the standard MCU tone (but I did enjoy some of the horror touches and homage to his earlier horror films). Overall, a highly anticipated Marvel movie that plays too strongly to its predecessors as it is very formulaic in the MCU boilerplate and has pretty poor writing overall, but has some highlights when it comes to acting, direction, visuals, and new stylistic choices that make it a bit different from other MCU movies (even though by not a lot).",2022,05/23/2022,256,tt9419884
The Northman,8.6,"Good to Very Good Direction (I really enjoyed how he was able to progress the story forward with his use of continuous camera angles and action; also, he was able to get the most out of his actors in almost every scene), Good to Very Good Acting (Very Good from Alexander Skarsgård (Played more of a reserved character that could not get that much out of his talent, but he was still able to play his role very well and play the menacing character filled with trauma), Good to Very Good from Nicole Kidman (Her character was not showed as much as it should have but did a good job with the role she was given), Good from Claes Bang (Played the antagonist very well and was an easy target to why Amleth wanted to get revenge on him), Very Good from Anya Taylor-Joy (The accent was needing to get used to, but she was able to carry out her character very well), Good to Very Good from Ethan Hawke (Played his character well despite only being present in the beginning of the movie), Good to Very Good from Willem Dafoe (Very small presence in the movie but he had a very memorable performance due to the character being very Dafoe-esque), Good from the rest of the cast), Good Story (Pretty predictable because of it being closely tied to Hamlet, but the actual elements I did enjoy), Good Screenplay (Pretty simplistic due to it being a Norse epic (and how epics usually are), but had no major holes in it), Very Good Score, Great Cinematography (Especially how there were different tracking shots during the action scenes, as well as the different angles they chose throughout the movie), Very Good Sound, Very Good Editing, Pretty Bad Visual Effects (especially during the hallucination scenes as they felt borderline cartoonish), Good Production Design, Good Makeup (especially the use of blood to show carnage), Plot Structure was well laid out well as it was pretty simplistic (followed the generic epic/Hamlet plot structure), Pacing was good (nothing to really cut out or add), Build to climax was prevalent and carried out very well as it was something that the movie was building towards for the entire movie; climax was carried out very nicely as it was the battle/revenge that Amleth was fighting for for the entire movie, Tone was very norse/epic-esque and was carried out pretty well given that was what the director was going for, I was still a fan of what they were able to carry out even with a very simplistic source material as I am usually not a fan of these types of movies. Overall, a epic that is a good watch filled with many good performances, great cinematography, and well carried out action scenes, but is still simplistic given the plot and how cliche/predictable it got at times.",2022,05/24/2022,257,tt11138512
Saturday Night Fever,7.1,"Pretty Good Direction (Able to move the movie forward and executes the dancing sequences very well, but besides this, he really does not get that much out of his actors and there are a lot of questionable scenes), Pretty Bad to Decent Acting (Very Good from John Travolta (In a very ""John Travolta"" way, a film that really puts him on the map for his exaggerated character), Decent from Karen Lynn Gorney (Has some good moments and has some questionable ones), Pretty Bad to Decent from the rest of the cast (A lot of the characters play the stereotypical New York Italian and it just gets so annoying to watch/listen to after a while)), Decent Story (Pretty formulaic and easy to predict, nothing really of substance), Decent Screenplay (As a whole, it is fine and gets the job done (very surface level), but there are just way to many stereotypical Italian mannerisms that it gets annoying), Great to Incredible Soundtrack (The actual songs were Incredible, but there were moments where I felt the director did not use the soundtrack properly (like reusing songs)), Pretty Good Cinematography (The cinematography comes to life in the dancing scenes as I liked the very low angle shots to show how big of a dancer Travolta's character was), Good Sound, Pretty Good Editing, Pretty Good Costumes (Very Disco-esque attire), Plot Structure was structured pretty well with no major problems (except the end kinda falls apart as it really could have ended 10-15 minutes earlier), Pacing was fine, Build to climax was not well done as the movie builds to the competition as if it is th the climax but the real climax is after (therefore, it just feels like it was building to nothing); climax was kinda boring as it was not what the movie was building to, Tone was very 70s/disco/New York Italian and it was made very clear with the dialogue and the mannerisms the characters have, The actual message of the movie is good but it is just so hard to believe as the character of John Travolta goes back to his foolish/degenerate ways right after as soon as he has his epiphany; also the movie really did not age well with its themes and language (but I guess it tried to portray the average New York Italian youth in that era). Overall, a movie with highlights in John Travolta's performance, soundtrack, and dancing sequences, but really has some misses in other aspects as it misses the mark in terms of its writing and other performances.",1977,05/30/2022,258,tt0076666
The Lord of the Rings: The Fellowship of the Ring,9.3,"Great to Incredible Direction (Really moves the story forward and gets the best out of his actors as it drives the audience to be enticed with what happens next throughout the story), Great Acting (No one performance stands out as everyone acts as a unit to progress the story forward), Great to Incredible Story (really captivating on seeing how the journey progresses as we see the Fellowship go on this quest to Mordor, also the different elements of the story are very important as they comeback to play a role in the film), Great Screenplay (While the very ""Middle English""-esque text is hard to follow sometimes, the actual dialogue is very well written as we see the director use it well to help tell the story (especially in the narration parts); also, the symbolism throughout the movie (specifically, about a boy who is trying to grow up and be a hero trope)), Great Score (with memorable themes), Pretty Good Cinematography (While for the most part it was very good at capturing the scenes, I found the slow-shaky shots incredibly annoying), Very Good Sound, Very Good Editing, Great Visual Effects (While there were some hiccups, the CGI was incredible for its time), Great Production Design, Great Makeup, Very Good Costumes, Plot Structure was well laid out as it is about a 1/3 of a full-length story (and treats it as such with all the elements of a solo movie, yet still taking into account there is more to go), Pacing was very fast (especially for a movie that is 3 hours long) as it felt like they were trying to fit so much in (which does make sense given how dense the books are), Build to climax was good as we get to see them embark on one arc of their journey to Mordor; climax was well executed as we get to see the sacrifices the characters have to make to go on their quest, Tone was stereotypical of the fantasy genre (as it treated as such), Given this movie is the first of three parts Peter Jackson does a great job in setting the story and the conflict that the other movies will take off from as we see the internal struggles present in all the characters and the importance of what is needed to be done from the quest (so it is acceptable to treat the movie as an overall exposition even though it has elements of a solo movie). Overall, a great introduction into the Lord of the Rings Trilogy as the execution and different parts are well done to start this epic story off as the audience is left wanting more from the characters and the story as they transition into the next part.",2001,05/30/2022,259,tt0120737
Top Gun,7.6,"Pretty Good Direction (Directed the action scenes pretty well but all the other scenes just reeked of the 80s and its style), Pretty Good Acting (Good to Very Good from Tom Cruise (Played the hot head pretty well and really made it known the presence he had in every scene, but showed his inexperience when it came to different scenes (very Tom Cruise esque performance overall)), Good from Kelly McGillis (Played the love interest trope well and had some depth to her character, but was pretty limited in how well she could show how much she loved her counterpart), Good from Val Kilmer (Played the rival character trope the best he could, but was very limited in how much emotion he could show overall), Good from Anthony Edwards (Played the comic relief sidekick well and showed the more moral/cautious side that Maverick needed to go to as he tried to pull him away from being being reckless, but had some really questionable delivery of lines with some of his material (which may not necessarily be his fault)), Decent to Pretty Good from the rest of the cast), Pretty Good Story (Was pretty standard for the first 2/3 of the movie and was very predictable (especially how 80s it was), but the moments building up to the climax were a bit new and something that I did not expect, though the ending was very predictable in the end; did do a good job in calling back different elements of the story throughout the movie; also the movie does do a good job at character writing for the fighter pilots as you do care for them), Pretty Good Screenplay (The actual dialogue was very 80s and pretty basic/surface level, but there were iconic lines and moments that I did enjoy; also, the minor use of symbolism was a nice touch for writing that was overall pretty surface level), Great Score/Soundtrack (The actual songs/score was Great to Incredible but the use of it was the problem as it felt like the kept overusing the same songs/themes throughout the movie (to the point were it got annoying)), Very Good to Great Cinematography (especially in the flight scenes and given the time), Very Good Sound, Very Good Editing, Very Good Visual Effects, Good Costumes (especially the fighter-pilot attire), Plot Structure was very generic and pretty boilerplate with most movies of the 80s (everything but the building to the climax was very predictable and even that was pretty standard once you knew the direction they were going), Pacing was good (the issue was that the movie just jumps at different points in the plot (which makes the audience think that 20 minutes could have really been added to bridge these gaps in plot)), Build to climax was the most unique part of the movie as it is good as it follows the standard buildup to a fight that many 80s movies do; climax was well done as it was a dogfight that the movie really builds to throughout the movie/what the audience really wanted to see; the execution of the scene was well done, Tone was incredibly 80s and that was what the movie was kinda known for (a fun movie about fighter pilots who have friendships and relationships with the people around them). Overall, an iconic movie that is a fun watch but really does reek of the 80s with its writing and acting as the audience has to get past the pretty simple plot to see the moments that make Top Gun a famous movie for its time.",1986,06/03/2022,260,tt0092099
Top Gun: Maverick,9.2,"Very Good to Great Direction (Handles the action scenes very well through direction of actors and camera angles and handles the non-fighting scenes very well as he is able to get the most of his actors as they get into their characters), Good to Very Good Acting (Very Good from Tom Cruise (Carries where he left off from his original portrayal of the character but provides more depth into a very shallow character initially; really shows the growth in Tom Cruise's ability as while he does play his typical character, he has more range in what he can do with what he is provided), Good to Very Good from Miles Teller (Carries his own very nicely and fills that void that Goose left, also adds his own flair to the character to make it an heir apparent), Good to Very Good from Jennifer Connelly (Played her strengths very well as she played the love interest trope using her experience as an actress, also looked very stunning), Good to Very Good from Jon Hamm (An experienced actor that plays his role well), Good from the rest of the cast), Good to Very Good Story (While the actual storyline mimics the original and it pretty simplistic, there are many callbacks to the original story that I really did like), Good to Very Good Screenplay (Pretty simple dialogue, but the allusions to past Top Gun moments with the different symbolism aspects make it for an improvement on the first movie), Good Score/Soundtrack (Something that the first movie has over this as everything that is new just is not as good as the original, but they do use a good amount of the original's material (making it nostalgic)), Incredible Cinematography (Especially in the fighter pilot scenes as the POV shots really are well made to show the pilot's reactions along with their surroundings, also the different angles used to help show emphasis were a nice touch), Incredible Sound (as shown in the fighter pilot scenes), Great Editing, Great Visual Effects, Good to Very Good Makeup (Only worth mentioning because of how good Jennifer Connelly's hair was throughout the movie), Very Good Costumes (Noticeable because of the pilot attire), Plot Structure was pretty standard (mostly follows the original with some touches every now and then) but does put balance on the most important parts of the movie (especially towards the end), Pacing was great for the most part as it was steady and helped keep the audience engaged, Build to climax was great as it helps build the tension that Maverick has throughout the movie and how much he really does trust and care for Rooster (something that really builds throughout the movie); climax was incredible as the final 40 minutes of the movie are incredibly captivating with the action/fighter pilot scenes and other parts (really is a must watch with its execution as well and is by far the best part of the movie), Tone is pretty nostalgic overall as it is Maverick looking back at trauma he has faced and trying to make this right this time (so kinda a redemption style movie), One of the best legacy sequels I have ever watched as it plays the line between alluding back to the original while still providing something new very well (making this movie also way better than the first). Overall, a great action movie that is far better than the original as it builds off of the first movie very well through its well executed action/fighter pilot scenes and improved personal scenes, making this legacy sequel a must watch to relive old memories created from the original movie.",2022,06/04/2022,261,tt1745960
Morbius,1.0,"Terrible Direction (I do not understand how someone could do this bad of a job at directing, it was as if every scene was off and there was no consistent tone of style the director wanted to go for), Very Bad Acting (Pretty Bad to Bad from Jared Leto (A performance that had so many questions overall with what he was doing as it was very over-the-top/forced and not well executed (but he did show moments where he is someone who can act (its just that that was not the majority of the film))), Terrible to Very Bad from Matt Smith (His performance was just borderline annoying and really did not help with being the foil/villain to Morbius, it was just hard to believe overall cause of how questionable it was), Bad from Adria Arjona (She did have some range of emotion, but this did not save her from giving a phone-in performance that really did not play that much to the story at all as a love-interest), Pretty Bad from Jared Harris (His performance was actually the best because of how bad everyone else was, he really just was a neutral character that did not provide any value with what he did), Terrible to Very Bad from Al Madrigal (He just did not match the tone of the movie because he tried to be funny when it was serious and vice versa, and because of this his performance just felt so off and was hard to watch at times (so this bad performance maybe just a by-product of the movie being bad and inconsistent)), Very Bad to Bad from Tyrese Gibson (He just lacked any effort as it felt very phoned-in and effortless when he was trying to be serious and find truth), Terrible from the rest of the cast), Terrible Story (There is just so many jumps and assumptions made to the audience that the story does not come together at all (this can be especially be seen as Morbius just knows he has these powers without even showing us how he got them); also, there is just so many plot holes and boring moments that the writing really shows how bad it is), Terrible Screenplay (The dialogue is horrible and so unnatural that its borderline laughable that someone actually wrote this; also, the attempts at humor were so bad as it just left awkward silence rather than having the audience laugh; moreover, the character writing is terrible as you do not care about any of the characters introduced in this movie), Bad Score (it is just so poorly used and written as serious themes play during comedic moments and vice versa; also the score is just so loud at times that you can barely hear the dialogue), Terrible Cinematography (It felt like a fan made movie with how shaky and amateur the cinematography was), Bad Sound (It was so poorly mixed that I could barely hear the characters as times), Bad Editing (the actual different cuts and transitions between scenes was so poorly done it felt like this movie was made in Windows movie maker), Terrible Visual Effects (it was over-saturated throughout the entire movie and just felt extremely cartoony at times), Plot Structure was really poorly laid out as it spent no time in its exposition and developing the character to where once the climax comes the audience is just so confused with how Morbius got his powers and developed as a character; also there is no exposition as the movie just ends on a cliffhanger, Pacing was incredible fast and mismanaged to the point where the movie is incredibly short and there are so many questions left when the movie ended (if the movie was good I would have wanted to have seen like 30-40 more minutes, but I would not wish anyone to see 30-40 minutes more of this movie), Build to climax is nonexistent as we just get there with no background with how we are there; climax was horribly executed as we find out we were in the climax after the movie ends; also the actual fighting and over-saturation of CGI made it so boring and hard to watch, Tone was incredibly inconsistent as the moments where it was meant to be funny it tries to be serious and vice-versa (it was as if the director had no idea what type of movie he wanted to create), This movie is not bad to where it is funny it is just bad to where it is just so interesting how it even go made. Overall, one of the worst movies ever created with how much money was put into this and the output they got as there is not a single good thing to say about this movie (and I really hope nobody has to go through the struggle of having to see it, even for the meme).",2022,06/07/2022,262,tt5108870
Star Wars: Episode IV – A New Hope,9.5,"Very Good Direction (The actual moving of the story and making sure all pieces come together is incredibly managed and executed, it is just the actual direction of characters was pretty poorly done (which kinda reveals the truth that George Lucas is a visionary in storytelling, but not that Great in actually directing people)), Very Good Acting (Good to Very Good from the Live-Action Cast; Very Good to Great from the Vocal/Costumed-Characters) (Very Good from Mark Hamill (Really excelled at playing the naive kid who is interested in helping very well, shows a bit of inexperience but that is to be accepted when he is playing a very young character that is the hero), Very Good to Great from Harrison Ford (The real star of the show in all his scenes as his smooth/cool nature really helps show how great of a character Han Solo really is (though there are moments that are kinda iffy with the awkwardness and silence from line deliveries)), Pretty Good from Carrie Fisher (Her performance does not compete with the others but she does play the damsel in distress character trope very well (though it is a bit annoying when she is changing between accents as it sounds like she is putting on a fake English accent at times)), Pretty Good to Good from Peter Cushing (Not really that much in the movie despite his high billing), Great from Alec Guinness (Really shows his experience as an actor in this performance as he has much range in showing both care for Luke yet trauma from his past that still effects him), Very Good from Anthony Daniels (Really brings C-3PO to life as he tries to help but panics in not knowing how much he can (the anxious nerd-savior trope); also, plays a great role in helping vocalize the relationship and friendship he has with R2-D2), Incredible from Kenny Baker (Really brings R2 to life through the difference mannerisms the character has in sort of a comedic relief yet important way (making R2 one of the best characters in all of Star Wars); also, helps bring the flare that makes the character's friendship with C-3PO one of the best in pop-culture), Very Good from Peter Mayhew (Played the adorable, yet extremely dangerous Chewie and played off his co-star very nicely, similar to the R2/C-3PO relationship), Incredible from James Earl Jones/David Prowse (Created one of the most iconic voices in pop-culture as his menacing voice and performance showed why Darth Vader is a villain to be scared of), Very Good from the rest of the Live-Action cast; Very Good from the rest of the Vocal/Costumed-Characters cast), Brilliant Story (Created a world that is one of the most iconic today; the character writing is incredible as they are some of the most iconic characters in pop culture; the way the story ties all the different movies together (both prequel and later films) is very well done and visionary), Very Good Screenplay (The actual dialogue was not that well written as it felt very unnatural (as was seen from the characters trying to say the words), but where the screenplay shines is the foreshadowing to future Star Wars events, symbolism, iconic lines, and character writing to introduce the Star Wars universe as a cinematic achievement), Brilliant Score (One of the most iconic scores in cinema history and is very well used throughout the movie), Great Cinematography, Incredible Sound (Especially when giving the movie a space/science-fiction feel as well as bringing the sounds of the droids (especially R2-D2) to life), Very Good to Great Editing, Cannot rate Visual Effects (The original Visual Effects were incredible for how revolutionary they were at the time of the release, but the added CGI from the re-release makes it very hard to watch as it just feels so forced and out of place with the original effects), Incredible Production Design (Created some very iconic sets that are well remembered in history), Incredible Makeup (Helped bring to life aliens that are not from this world), Incredible Costumes (Created some of the most iconic outfits in pop-culture history, with the Darth Vader costume being one of the most well remembered in any historical context), Plot Structure was very well written as each piece builds on the previous one as everything matters in building up the movie and moving the story forward (so nothing to really add or remove), Pacing can be a bit slower at times but does maintain a very steady pace throughout the movie (pace very typical of movies from that time-period), Build to climax was very well done as the movie treats the actual build as the climax (so we are building to this build very nicely throughout the movie); Climax was kinda thrown at us as in the grand scheme of things we did not build to this (we built up to the build as previously stated) but it was very well executed and really shows off the technical marvels that the original film was very groundbreaking for; moreover helps provide some insight into Luke's quest in finding the force and taking his first step in becoming a Jedi, Tone was that typical to a space opera or science fiction epic but does have some unique feel to it that makes it very Star Wars, A ground-breaking movie not only in Cinema-history but actual history as well as it ushered in a new way to view and create stories and was an inspiration for the rise in the Science-Fiction genre in the 80s and 90s. Overall, an important movie to watch in what created one of the most iconic franchises in the world and helped jump-start a story that is beloved by many through its technical achieves and story-writing, even though the direction is a bit lacking.",1977,06/12/2022,263,tt0076759
The Graduate,8.6,"Great Direction (Really was able to get a lot from his actors and used the different camera angles and editing to help tell the story and get the most out of a movie that is very simple on paper), Very Good Acting (Great from Anne Bancroft (Really plays the dynamic of the older person trying to take advantage of the younger very well while also showing a range of emotion when trying to protect her daughter, overall showed her experience with this role), Very Good from Dustin Hoffman (Started off very slow as it was not that believable that he could be an anxious young adult, but he got better and better as the performance went on as he really began to steal the show the further the movie progressed and he got more comfortable (an analogy to his character in the movie itself)), Good to Very Good from Katharine Ross (shows up pretty late into the movie but does show some range in her character towards the end as she begins to have feelings for Hoffman's character), Good to Very Good from the rest of the cast), Very Good Story (A tale of two movies: the first part dealt with the uncertainty of graduation and did a good job doing so as the main character dives deeper into exploring his independence, the second part deals with the more typical rom-com movie of parents disapproving of this love/love-triangle; while the transition between these two parts is very abrupt as it does not flow well, the connection between the beginning and the end is better), Very Good Screenplay (the actual conversational dialogue is very well written (with iconic lines), but some of the lines are a little too on-the-nose (like when he talks about not knowing his future); the symbolism of water is also used throughout as it helps provide truth and wash away sins committed from the past), Great Score/Soundtrack (Uses three different songs for the different parts of the movie and does a good job building themes and renditions that weave into the story very well, also the songs are very iconic in themselves), Incredible Cinematography (Especially the different angles they used and the mirroring techniques they had (something that is very ahead of its time)), Very Good Sound, Incredible Editing (The transition between shots was very seamless and really seemed groundbreaking given when this movie was created (examples of this are when Hoffman's character transitions from going to the pool to seeing Mrs. Robinson and some of the Hotel scene shots)), Plot Structure was not the best structured as it felt like a movie with in two big parts (the Ben-Mrs.Robinson relationship and the Ben-Elaine relationship) with the last part into itself being split into two parts (so this makes the movie feel very unbalanced in its structure as it favors the first part a lot), Pacing was not that well maintained as the first half felt fine but the second half felt like it was dragging as it starts when a typical rise to the climax should happen (so 15-10 minutes could have between cut from the first half to make it seen more balanced), Build to climax was well done as it pretty standard for the typical Rom-Com (but since this is a movie from the past it may be that other later films have taken from this so that actually might make it revolutionary); climax was a bit chaotic as so much happens at once and kinda makes it hard to concentrate (also it is very fast); the movie also kinda ends abruptly with no conclusion (but that may be intentional for symbolic purposes), Tone was actually well established as it shifts from uncertainty to having a clear vision (with both being the guise of a rom-com), For a movie that is over 50 years it is very groundbreaking in what it does with direction/cinematography and is a pioneer in the rom-com genre that many movies later on most likely take from. Overall, a movie that is a very good watch and has things to watch for (like direction and acting) as we get to see Dustin Hoffman enter the Hollywood scene with a very comedic movie that is groundbreaking in the rom-com genre, but the film suffers from a very imbalanced plot structure as it favors the Mrs.Robinson relationship a lot more than it should.",1967,06/14/2022,264,tt0061722
Project X,5.3,"Pretty Bad to Decent Direction (While the execution of party scenes was well done, the actual direction of people and the other scenes were really hard to watch at times and very poorly executed), Bad Acting (Bad from Thomas Mann (Just a very cringy performance and clearly shows inexperience), Decent from Oliver Cooper (the best of the main characters as he tries to be the comedic relief character that the movie tries to pent up as, but kinda hits sideways a lot as his inexperience shows), Decent to Pretty Good from Miles Teller (Actually showed some talent in this minor performance and really shows how he is capable of being a star in the future), Bad from the rest of the cast (just showed so much inexperience and felt very cringy at times)), Pretty Good Story (The actual plot was very poorly structured but the different themes and ideas used went on to be very iconic and play a major role in the youth at the time), Bad Screenplay (The lines/jokes were stuff that middle schoolers were saying in 2012 (not high schoolers) and the other parts of the screenplay were so predictable and corny/cringy), Great to Incredible Cinematography (the cinéma vérité style/found footage really was what stole the show as it was well done (not nauseating like other files of this style) and really made it so it felt that the audience was at the party), Good Sound, Very Good Editing (especially during the party montages), Good to Very Good Visual Effects (the pyro for the movie was well done), Plot Structure was so poorly managed (the exposition and rising action is like only 20 minutes of the movie as it places way more emphasis on the party, and because of this the actual party feels like it drags for so long because it really does not build up that much), Pacing was incredibly fast as they really try to fit so much in (they should have added 30 minutes to before the party to help build it up), Build to climax was poorly executed as it is a by-product of a poorly structured plot; because the movie focuses too much on the party it really cannot build up that much (though it does try); climax was decent but is kinda a mess as it is just chaos at the end of the party-goers and really does not get that much done, Tone was the typical high school comedy movie, Very Good to Great Score/Soundtrack (really paved the way into being the party soundtrack of the early 2010s as many of these songs are still used today for partying (really showing the impact this movie had)); the movie does have impact (given how much it was talked about and discussed by the youth when it came out and how much impact it has on parties and clubs today with the music and movie references) but it is a blatant copy of Superbad (it stars the same three characters (though they are all poorly written versions of those three) who try to become popular by having a party and end-up screwing up with the people they love as they reconcile towards the end (the only difference with this movie is that it is more about the actual party rather than the journey)). Overall, an impactful movie for its time that is shot very well but is so poorly written that it is really hard to watch at times, and the movie is a copy of Superbad and it really shows.",2012,06/17/2022,265,tt1636826
